Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0040751	-	2R	-	14157050	14157488	2.971575	1.977056	4.926315
FBgn0033899	-	2R	+	14157762	14159434	26.784447	17.820297	44.403599
FBgn0033900	-	2R	-	14159096	14161262	6.672647	4.439463	11.062000
FBgn0033901	-	2R	+	14161430	14163054	23.096178	16.695534	41.600983
FBgn0033902	-	2R	-	14163066	14164825	188.082397	131.364716	327.327118
FBgn0033903	-	2R	+	14165051	14166991	2.982877	1.984575	4.945052
FBgn0033904	-	2R	+	14166982	14168233	0.000000	0.000000	0.000000
FBgn0033905	-	2R	+	14168786	14170233	4.474056	2.976690	7.417148
FBgn0265499	-	2R	-	14168844	14170917	0.405375	0.278360	0.693602
FBgn0033906	-	2R	+	14170462	14172998	11.071729	17.679550	44.052898
FBgn0033907	-	2R	-	14172986	14173596	48.456535	32.239227	80.331871
FBgn0000289	-	2R	+	14173693	14182838	85.598999	69.445908	173.041351
FBgn0050069	-	2R	+	14185204	14198368	1.220505	0.812029	2.023369
FBgn0033911	-	2R	-	14198478	14201249	0.267778	0.178159	0.443926
FBgn0005613	-	2R	-	14201390	14212413	0.000000	0.000000	0.000000
FBgn0033912	-	2R	-	14215096	14216627	871.798828	847.453918	2111.637207
FBgn0262407	-	2R	-	14215802	14215864	0.000000	0.000000	0.000000
FBgn0033913	-	2R	+	14219898	14230620	0.252132	0.195333	0.486719
FBgn0261276	-	2R	-	14230611	14235449	64.529060	53.316570	132.851196
FBgn0262427	-	2R	-	14233130	14233187	0.000000	0.000000	0.000000
FBgn0033915	-	2R	-	14235787	14239703	68.038513	48.552513	120.980385
FBgn0033916	-	2R	+	14239932	14243655	47.741455	31.763468	79.146400
FBgn0033917	-	2R	+	14243778	14246066	41.418262	27.556503	68.663734
FBgn0010241	-	2R	+	14246966	14252597	0.000000	0.000000	0.000000
FBgn0001220	-	2R	-	14252598	14256192	150.453110	103.499443	257.894012
FBgn0033918	-	2R	+	14256493	14258787	82.386810	54.813805	136.581909
FBgn0027538	-	2R	+	14259030	14261150	24.332619	16.189039	40.338928
FBgn0033919	-	2R	-	14261206	14267919	4.256437	3.000167	7.475646
FBgn0261270	-	2R	-	14268772	14270658	92.333862	74.659004	186.031052
FBgn0261269	-	2R	+	14270729	14275495	0.426664	0.283869	0.707329
FBgn0263397	-	2R	+	14276130	14300095	0.733919	1.404073	3.498590
FBgn0033921	-	2R	-	14300103	14302353	61.537590	40.942348	102.017815
FBgn0085408	-	2R	+	14308142	14351802	1.192190	3.352214	8.352858
FBgn0033924	-	2R	+	14352231	14355674	14.936327	9.937475	24.761637
FBgn0033925	-	2R	-	14355769	14357281	43.646839	29.039228	72.358292
FBgn0033926	-	2R	-	14357927	14360297	109.810616	73.059479	182.045456
FBgn0033927	-	2R	-	14360433	14361780	155.374374	103.374077	257.581635
FBgn0033928	-	2R	+	14361924	14362825	16.501108	10.978559	27.355749
FBgn0033929	-	2R	+	14363048	14365473	51.569389	36.544861	91.060410
FBgn0085213	-	2R	+	14365656	14366658	0.000000	0.000000	0.000000
FBgn0085471	-	2R	+	14366798	14367874	0.000000	0.000000	0.000000
FBgn0085472	-	2R	+	14367979	14369067	0.000000	0.000000	0.000000
FBgn0085473	-	2R	+	14369217	14370326	0.000000	0.000000	0.000000
FBgn0050067	-	2R	-	14370331	14371116	0.000000	0.000000	0.000000
FBgn0050073	-	2R	+	14371186	14373006	0.000000	0.000000	0.000000
FBgn0050072	-	2R	+	14371186	14373006	0.000000	0.000000	0.000000
FBgn0050074	-	2R	+	14373108	14373808	0.000000	0.000000	0.000000
FBgn0085214	-	2R	-	14373829	14374395	0.000000	0.000000	0.000000
FBgn0033931	-	2R	-	14374462	14375385	0.000000	0.000000	0.000000
FBgn0050075	-	2R	+	14375921	14376677	0.000000	0.000000	0.000000
FBgn0033932	-	2R	+	14378097	14385359	0.000000	0.000000	0.000000
FBgn0033933	-	2R	+	14390696	14392209	0.000000	0.000000	0.000000
FBgn0265500	-	2R	+	14408453	14408960	0.000000	0.000000	0.000000
FBgn0033934	-	2R	-	14409295	14411572	78.377235	69.968712	174.344055
FBgn0033935	-	2R	+	14411825	14413851	32.543659	21.652031	53.951302
FBgn0033936	-	2R	+	14420324	14424764	0.036478	0.024270	0.060474
FBgn0013725	-	2R	-	14427336	14432337	0.000000	0.000000	0.000000
FBgn0266815	-	2R	-	14433430	14433895	0.000000	0.000000	0.000000
FBgn0288433	-	2R	+	14435899	14465881	0.000000	0.000000	0.000000
FBgn0265655	-	2R	+	14476391	14477895	0.000000	0.000000	0.000000
FBgn0267824	-	2R	+	14481187	14497312	82.324471	54.772331	136.478577
FBgn0024698	-	2R	-	14497347	14503488	45.662540	30.380318	75.699951
FBgn0261823	-	2R	+	14503958	14512493	38.650272	29.902489	74.509323
FBgn0033942	-	2R	-	14512559	14515211	0.000000	0.000000	0.000000
FBgn0050197	-	2R	+	14514030	14514992	3.422037	2.276758	5.673097
FBgn0265974	-	2R	+	14526267	14587917	15.434771	17.284569	43.068707
FBgn0050076	-	2R	-	14544150	14546372	0.000000	0.000000	0.000000
FBgn0264540	-	2R	-	14553765	14554309	0.000000	0.000000	0.000000
FBgn0010397	-	2R	-	14570810	14575771	28.393881	19.339071	48.188000
FBgn0033943	-	2R	+	14591203	14595617	0.000000	0.000000	0.000000
FBgn0019938	-	2R	-	14595611	14601216	64.996651	43.243740	107.752289
FBgn0050077	-	2R	+	14601278	14602010	9.181380	6.108580	15.221010
FBgn0003742	-	2R	-	14602004	14604337	12.602261	10.613315	26.445652
FBgn0263487	-	2R	-	14602986	14603124	0.000000	0.000000	0.000000
FBgn0033945	-	2R	-	14604549	14605297	16.514534	10.987493	27.378008
FBgn0053469	-	2R	-	14605652	14606302	0.534562	0.355656	0.886204
FBgn0053468	-	2R	-	14606307	14606980	0.000000	0.000000	0.000000
FBgn0026427	-	2R	-	14607154	14618118	49.384224	37.372345	93.122284
FBgn0010638	-	2R	+	14618771	14619681	103.339012	68.753777	171.316757
FBgn0033948	-	2R	-	14619798	14621320	26.481298	17.618607	43.901039
FBgn0083123	-	2R	+	14621601	14624498	17.002064	11.442593	28.511999
FBgn0082951	-	2R	+	14621782	14621881	0.000000	0.000000	0.000000
FBgn0082940	-	2R	+	14622088	14622167	0.000000	0.000000	0.000000
FBgn0082939	-	2R	+	14622330	14622409	2.250000	1.496976	3.730079
FBgn0082926	-	2R	+	14622570	14622649	0.000000	0.000000	0.000000
FBgn0082950	-	2R	+	14622802	14622877	0.000000	0.000000	0.000000
FBgn0082952	-	2R	+	14623042	14623117	0.736842	0.490238	1.221546
FBgn0082941	-	2R	+	14623276	14623346	0.000000	0.000000	0.000000
FBgn0082931	-	2R	+	14623517	14623607	2.791209	1.857054	4.627302
FBgn0082930	-	2R	+	14623764	14623850	1.413793	0.940628	2.343804
FBgn0082929	-	2R	+	14624007	14624091	0.000000	0.000000	0.000000
FBgn0082919	-	2R	+	14624253	14624330	0.000000	0.000000	0.000000
FBgn0033949	-	2R	+	14629910	14631023	0.000000	0.000000	0.000000
FBgn0262881	-	2R	+	14638538	14638935	0.251256	0.167166	0.416535
FBgn0261632	-	2R	+	14639361	14639762	0.000000	0.000000	0.000000
FBgn0033950	-	2R	-	14640214	14640626	0.000000	0.000000	0.000000
FBgn0033951	-	2R	+	14645270	14646344	67.052063	52.723389	131.373138
FBgn0033952	-	2R	-	14656798	14658755	0.000000	0.000000	0.000000
FBgn0033953	-	2R	-	14664246	14665356	0.000000	0.000000	0.000000
FBgn0033954	-	2R	-	14665641	14666817	0.000000	0.000000	0.000000
FBgn0033955	-	2R	+	14668391	14671675	0.000000	0.000000	0.000000
FBgn0020269	-	2R	-	14671396	14713622	0.498882	0.331917	0.827053
FBgn0050479	-	2R	-	14674465	14678136	0.000000	0.000000	0.000000
FBgn0050480	-	2R	-	14674606	14678136	0.052110	0.041274	0.102844
FBgn0263376	-	2R	-	14737578	14739242	0.000000	0.000000	0.000000
FBgn0033958	-	2R	-	14739359	14745335	2.933967	1.952035	4.863968
FBgn0010388	-	2R	+	14745961	14746714	6.225464	6.193117	15.431655
FBgn0012042	-	2R	+	14747362	14748215	4.108861	2.733718	6.811723
FBgn0041581	-	2R	+	14749223	14750165	4.377702	3.104777	7.736307
FBgn0028689	-	2R	-	14750166	14752910	110.132645	78.006248	194.371536
FBgn0050476	-	2R	+	14752521	14753269	26.827839	17.849167	44.475536
FBgn0033960	-	2R	-	14753337	14756288	0.983652	0.705147	1.757046
FBgn0033961	-	2R	+	14756516	14757072	34.130024	22.707476	56.581196
FBgn0266723	-	2R	-	14757064	14757846	24.651617	16.401278	40.867771
FBgn0033963	-	2R	-	14757907	14759602	0.000000	0.000000	0.000000
FBgn0020767	-	2R	-	14759646	14769423	15.824094	13.869412	34.559013
FBgn0259112	-	2R	-	14769599	14771295	3.179421	3.191762	7.953051
FBgn0015602	-	2R	+	14770469	14772630	84.641045	95.846405	238.824631
FBgn0001319	-	2R	-	14772650	14807061	0.000000	0.000000	0.000000
FBgn0033968	-	2R	+	14808419	14809931	0.000000	0.000000	0.000000
FBgn0033969	-	2R	-	14817857	14819987	0.000000	0.000000	0.000000
FBgn0266868	-	2R	-	14823545	14824365	0.000000	0.000000	0.000000
FBgn0033970	-	2R	+	14832832	14833951	0.000000	0.000000	0.000000
FBgn0016684	-	2R	-	14842720	14845874	0.353383	0.235114	0.585843
FBgn0033971	-	2R	-	14846064	14848366	17.554842	11.679632	29.102644
FBgn0027783	-	2R	-	14848621	14852653	113.199455	75.314156	187.663513
FBgn0028434	-	2R	+	14852941	14853948	7.296782	4.854713	12.096700
FBgn0033972	-	2R	-	14853863	14855048	27.149288	18.063034	45.008442
FBgn0033973	-	2R	+	14855429	14857502	5.819407	3.871783	9.647488
FBgn0053506	-	2R	-	14857447	14858640	22.363979	14.879261	37.075294
FBgn0053505	-	2R	-	14858845	14860758	29.927811	19.911648	49.614712
FBgn0264962	-	2R	-	14860936	14871071	22.558670	21.879860	54.518990
FBgn0013773	-	2R	+	14871366	14873705	34.748268	26.517149	66.073921
FBgn0015714	-	2R	+	14873953	14875739	8.287783	5.644514	14.064677
FBgn0033978	-	2R	+	14875829	14877654	1.993186	1.326112	3.304329
FBgn0033979	-	2R	+	14877786	14879752	267.528107	199.628738	497.423553
FBgn0013771	-	2R	-	14879356	14881372	7.601279	5.057302	12.601499
FBgn0033980	-	2R	+	14882118	14884046	1.610772	1.071683	2.670359
FBgn0288232	-	2R	-	14885264	14886947	0.172512	0.114776	0.285993
FBgn0013772	-	2R	-	14887171	14889010	0.000000	0.000000	0.000000
FBgn0033982	-	2R	+	14898312	14903095	0.493085	0.468135	1.166472
FBgn0027596	-	2R	-	14901475	14928425	1.361678	1.258158	3.135007
FBgn0033983	-	2R	-	14929703	14934861	0.000000	0.000000	0.000000
FBgn0040747	-	2R	+	14933515	14933913	0.000000	0.000000	0.000000
FBgn0033984	-	2R	+	14935660	14940722	24.023676	16.458496	41.010345
FBgn0033985	-	2R	+	14942398	14944469	0.000000	0.000000	0.000000
FBgn0261854	-	2R	-	14944458	14962969	7.449680	27.802406	69.276451
FBgn0033987	-	2R	+	14963292	14980795	1.029752	1.827328	4.553233
FBgn0033988	-	2R	+	14981263	14991336	127.383873	84.751366	211.178635
FBgn0050241	-	2R	-	14984327	14984408	0.000000	0.000000	0.000000
FBgn0033989	-	2R	-	14987660	14992230	15.713740	10.454706	26.050442
FBgn0033990	-	2R	-	14992332	14993835	38.087261	28.326643	70.582710
FBgn0264378	-	2R	+	14994559	14995195	0.000000	0.000000	0.000000
FBgn0287864	-	2R	+	15011396	15042134	0.048375	0.032185	0.080197
FBgn0262547	-	2R	-	15013047	15013522	0.000000	0.000000	0.000000
FBgn0043530	-	2R	-	15024375	15024839	0.000000	0.000000	0.000000
FBgn0266791	-	2R	+	15025104	15025665	0.000000	0.000000	0.000000
FBgn0053467	-	2R	-	15055503	15056241	0.000000	0.000000	0.000000
FBgn0265650	-	2R	+	15091945	15092445	0.000000	0.000000	0.000000
FBgn0015371	-	2R	+	15115236	15144783	32.994926	64.887062	161.681885
FBgn0262954	-	2R	-	15144968	15145519	71.601982	47.638412	118.702698
FBgn0033993	-	2R	-	15145825	15147824	10.477500	6.970918	17.369736
FBgn0033994	-	2R	+	15147860	15149709	34.728642	23.105749	57.573589
FBgn0013467	-	2R	+	15155437	15190292	0.023162	0.103980	0.259091
FBgn0264379	-	2R	-	15159196	15159545	0.000000	0.000000	0.000000
FBgn0262478	-	2R	+	15185158	15185952	0.000000	0.000000	0.000000
FBgn0033995	-	2R	-	15199065	15201200	11.841573	7.878466	19.631113
FBgn0033996	-	2R	+	15201253	15204466	80.354698	57.887173	144.239960
FBgn0259737	-	2R	+	15202193	15202987	0.000000	0.000000	0.000000
FBgn0033997	-	2R	+	15204654	15206334	0.000000	0.000000	0.000000
FBgn0033998	-	2R	-	15206527	15213634	43.086811	33.856281	84.361153
FBgn0050081	-	2R	+	15207993	15209786	0.000000	0.000000	0.000000
FBgn0033999	-	2R	-	15214060	15215686	0.000000	0.000000	0.000000
FBgn0034000	-	2R	+	15216207	15217070	43.671055	29.055340	72.398438
FBgn0034001	-	2R	-	15217024	15217617	4.864449	3.236428	8.064346
FBgn0265656	-	2R	-	15217995	15218195	0.000000	0.000000	0.000000
FBgn0034002	-	2R	+	15218379	15224795	13.832449	14.017829	34.928829
FBgn0001187	-	2R	-	15218837	15220329	0.600804	0.399728	0.996021
FBgn0259878	-	2R	-	15223560	15241589	2.059974	1.370547	3.415051
FBgn0265508	-	2R	+	15226938	15232665	0.000000	0.000000	0.000000
FBgn0286785	-	2R	+	15248784	15258498	4.904289	4.370166	10.889331
FBgn0034005	-	2R	+	15258761	15262873	0.000000	0.000000	0.000000
FBgn0265194	-	2R	-	15262808	15309368	9.721815	12.541077	31.249140
FBgn0265176	-	2R	-	15294595	15295088	0.000000	0.000000	0.000000
FBgn0034007	-	2R	-	15296764	15298329	0.000000	0.000000	0.000000
FBgn0034008	-	2R	-	15309931	15311134	14.815615	9.857163	24.561518
FBgn0004698	-	2R	+	15311510	15318239	43.142441	31.801315	79.240707
FBgn0034009	-	2R	-	15317817	15322171	30.251488	20.126997	50.151306
FBgn0013750	-	2R	+	15322501	15325490	49.002037	50.529274	125.905968
FBgn0034010	-	2R	-	15325503	15326386	0.000000	0.000000	0.000000
FBgn0034011	-	2R	-	15327143	15328271	0.000000	0.000000	0.000000
FBgn0034012	-	2R	+	15331325	15339384	0.000000	0.000000	0.000000
FBgn0034013	-	2R	+	15340472	15368300	0.101935	0.067820	0.168989
FBgn0011660	-	2R	-	15368074	15371520	47.699959	31.735861	79.077606
FBgn0265651	-	2R	+	15371695	15372595	0.000000	0.000000	0.000000
FBgn0265652	-	2R	-	15372045	15372345	0.000000	0.000000	0.000000
FBgn0262965	-	2R	-	15373240	15373750	0.000000	0.000000	0.000000
FBgn0262964	-	2R	-	15373890	15374721	0.000000	0.000000	0.000000
FBgn0262565	-	2R	-	15374846	15375702	0.000000	0.000000	0.000000
FBgn0262815	-	2R	-	15375834	15376481	0.000000	0.000000	0.000000
FBgn0000996	-	2R	-	15376619	15380988	218.452881	153.583527	382.690704
FBgn0286813	-	2R	+	15380724	15387851	112.005302	96.768089	241.121216
FBgn0263980	-	2R	+	15401096	15471884	0.152472	0.374181	0.932362
FBgn0266378	-	2R	+	15404696	15405095	0.000000	0.000000	0.000000
FBgn0014865	-	2R	+	15408846	15409113	0.985075	0.655393	1.633070
FBgn0050472	-	2R	-	15423185	15424139	0.000000	0.000000	0.000000
FBgn0085217	-	2R	-	15427091	15428023	0.000000	0.000000	0.000000
FBgn0034021	-	2R	-	15472175	15482834	218.775055	149.393936	372.251312
FBgn0034022	-	2R	-	15485953	15497231	0.000000	0.000000	0.000000
FBgn0034023	-	2R	+	15499632	15501431	0.000000	0.000000	0.000000
FBgn0050469	-	2R	+	15501820	15503610	0.000000	0.000000	0.000000
FBgn0050468	-	2R	+	15504201	15506000	0.000000	0.000000	0.000000
FBgn0050464	-	2R	+	15506582	15508366	0.000000	0.000000	0.000000
FBgn0034025	-	2R	+	15511710	15515597	50.329220	35.865925	89.368668
FBgn0019968	-	2R	-	15515778	15532259	14.623463	12.517970	31.191565
FBgn0050471	-	2R	+	15533520	15537782	0.000000	0.000000	0.000000
FBgn0050467	-	2R	+	15538175	15540014	32.262478	21.464954	53.485153
FBgn0034027	-	2R	-	15539554	15541363	8.265762	5.499398	13.703088
FBgn0267589	-	2R	+	15540887	15541300	0.000000	0.000000	0.000000
FBgn0022097	-	2R	+	15541435	15542498	158.234024	105.276665	262.322418
FBgn0034029	-	2R	+	15542661	15544409	21.232557	14.126500	35.199608
FBgn0034030	-	2R	-	15544316	15549984	0.000000	0.000000	0.000000
FBgn0034031	-	2R	+	15555446	15562436	0.060185	0.343959	0.857058
FBgn0034032	-	2R	-	15562697	15565801	15.383333	10.234879	25.502687
FBgn0024754	-	2R	-	15566271	15569404	12.427077	8.302764	20.688354
FBgn0050466	-	2R	+	15568960	15573170	1.483544	1.089800	2.715503
FBgn0013762	-	2R	-	15569528	15571417	21.623812	14.386810	35.848236
FBgn0034033	-	2R	-	15573144	15573991	5.517007	3.670589	9.146166
FBgn0260429	-	2R	+	15613854	15657214	0.000000	0.000000	0.000000
FBgn0262403	-	2R	+	15657066	15657163	0.000000	0.000000	0.000000
FBgn0023441	-	2R	-	15657318	15676669	29.755386	31.770761	79.164581
FBgn0266636	-	2R	+	15676441	15676845	0.000000	0.000000	0.000000
FBgn0034035	-	2R	-	15677218	15678956	16.346991	10.876022	27.100252
FBgn0262512	-	2R	-	15679426	15680084	70.412750	46.847191	116.731171
FBgn0050091	-	2R	+	15680545	15682477	0.000000	0.000000	0.000000
FBgn0263377	-	2R	-	15682569	15684933	0.000000	0.000000	0.000000
FBgn0284254	-	2R	+	15682719	15687415	19.264212	12.816915	31.936459
FBgn0050082	-	2R	-	15685004	15686082	0.000000	0.000000	0.000000
FBgn0266708	-	2R	-	15687388	15688985	0.000000	0.000000	0.000000
FBgn0050090	-	2R	+	15689826	15691014	0.000000	0.000000	0.000000
FBgn0265510	-	2R	-	15691054	15693887	0.000000	0.000000	0.000000
FBgn0050088	-	2R	+	15691113	15692216	0.000000	0.000000	0.000000
FBgn0050087	-	2R	+	15692448	15693751	0.000000	0.000000	0.000000
FBgn0053460	-	2R	+	15694092	15695232	0.000000	0.000000	0.000000
FBgn0053461	-	2R	+	15695386	15696478	0.000000	0.000000	0.000000
FBgn0053462	-	2R	+	15696794	15698010	0.000000	0.000000	0.000000
FBgn0261538	-	2R	-	15698726	15701696	0.193837	0.719879	1.793754
FBgn0286939	-	2R	-	15698726	15701696	0.000000	0.000000	0.000000
FBgn0050080	-	2R	-	15698726	15701696	0.000000	0.000000	0.000000
FBgn0050083	-	2R	-	15711597	15712644	0.000000	0.000000	0.000000
FBgn0050089	-	2R	+	15727381	15762044	0.384704	0.283640	0.706759
FBgn0265991	-	2R	-	15762565	15817004	3.119328	5.847338	14.570065
FBgn0034046	-	2R	+	15794000	15855645	13.090058	15.845537	39.483006
FBgn0053465	-	2R	-	15819114	15821114	0.000000	0.000000	0.000000
FBgn0003130	-	2R	-	15826693	15835055	0.000000	0.000000	0.000000
FBgn0034045	-	2R	-	15842760	15847362	0.000000	0.000000	0.000000
FBgn0034047	-	2R	+	15855961	15857522	0.000000	0.000000	0.000000
FBgn0022160	-	2R	-	15857752	15862755	8.189826	6.065522	15.113722
FBgn0050085	-	2R	-	15864309	15869147	80.325516	53.442379	133.164673
FBgn0264089	-	2R	-	15869495	15922118	0.968808	0.653677	1.628796
FBgn0287602	-	2R	+	15894847	15903392	0.000000	0.000000	0.000000
FBgn0053463	-	2R	-	15895829	15896563	0.000000	0.000000	0.000000
FBgn0265511	-	2R	+	15915995	15916795	0.000000	0.000000	0.000000
FBgn0034049	-	2R	-	15923040	15931935	13.931468	10.975930	27.349197
FBgn0015247	-	2R	-	15932170	15934825	17.629335	11.885137	29.614710
FBgn0034050	-	2R	+	15934825	15935938	10.013715	6.662350	16.600866
FBgn0034051	-	2R	-	15935893	15940073	62.226330	78.029022	194.428268
FBgn0034052	-	2R	-	15940610	15941483	0.000000	0.000000	0.000000
FBgn0034053	-	2R	+	15942864	15947266	0.534977	0.355932	0.886892
FBgn0050093	-	2R	+	15944028	15944567	0.000000	0.000000	0.000000
FBgn0263576	-	2R	+	15945887	15945946	0.000000	0.000000	0.000000
FBgn0265045	-	2R	-	15946933	15989498	0.195660	0.250246	0.623550
FBgn0034054	-	2R	+	15955040	15956636	19.129076	12.727006	31.712429
FBgn0266379	-	2R	+	15987446	15988086	0.000000	0.000000	0.000000
FBgn0034057	-	2R	-	15989683	15991286	34.985939	23.276936	58.000145
FBgn0034058	-	2R	-	15991367	15992375	31.248955	20.790636	51.804920
FBgn0034059	-	2R	+	15992408	15993707	22.800119	15.169435	37.798332
FBgn0020236	-	2R	-	15993531	16001290	85.610138	62.813332	156.514679
FBgn0034060	-	2R	+	16001181	16006901	31.656191	21.061579	52.480042
FBgn0034061	-	2R	-	16006893	16007667	38.165298	25.392235	63.270927
FBgn0034063	-	2R	+	16008339	16013815	8.252911	6.259914	15.598098
FBgn0034062	-	2R	-	16009401	16011438	12.018766	7.996357	19.924866
FBgn0010590	-	2R	-	16013805	16014787	88.194214	58.677601	146.209503
FBgn0034065	-	2R	+	16014908	16016050	15.461525	10.286901	25.632317
FBgn0034066	-	2R	-	16016042	16017154	40.024151	26.628971	66.352554
FBgn0034067	-	2R	+	16017737	16024627	49.242100	33.143982	82.586288
FBgn0034068	-	2R	-	16024628	16028161	77.367645	52.658993	131.212677
FBgn0034069	-	2R	+	16028603	16030091	0.000000	0.000000	0.000000
FBgn0034070	-	2R	+	16031930	16047243	0.225008	0.176527	0.439859
FBgn0034071	-	2R	+	16047648	16060835	45.186855	34.204571	85.229004
FBgn0262446	-	2R	-	16065254	16065344	0.000000	0.000000	0.000000
FBgn0263334	-	2R	-	16078195	16078819	0.000000	0.000000	0.000000
FBgn0034072	-	2R	-	16081176	16098564	41.109985	31.471350	78.418526
FBgn0083983	-	2R	+	16098948	16099337	18.582424	12.363306	30.806183
FBgn0034073	-	2R	-	16099306	16102608	63.479908	42.234615	105.237808
FBgn0014020	-	2R	+	16102687	16107229	449.370239	474.011444	1181.114868
FBgn0265605	-	2R	-	16107440	16110017	39.899696	26.898775	67.024841
FBgn0034075	-	2R	+	16110331	16116996	9.837142	9.408646	23.443926
FBgn0034076	-	2R	+	16117109	16119149	0.000000	0.000000	0.000000
FBgn0010052	-	2R	+	16119793	16122773	0.432999	0.325765	0.811723
FBgn0050095	-	2R	+	16123484	16124577	0.000000	0.000000	0.000000
FBgn0086676	-	2R	+	16124981	16138238	78.749855	59.864761	149.167603
FBgn0001124	-	2R	+	16138352	16141928	74.679382	52.254307	130.204315
FBgn0050094	-	2R	+	16142202	16142935	21.826666	14.521774	36.184528
FBgn0027091	-	2R	+	16143147	16145906	35.306728	23.490364	58.531948
FBgn0029175	-	2R	-	16145904	16148719	7.789382	5.182452	12.913338
FBgn0034081	-	2R	-	16148812	16149795	17.326220	12.376368	30.838728
FBgn0034083	-	2R	+	16150123	16169519	11.990919	7.977829	19.878700
FBgn0267655	-	2R	-	16153263	16153811	0.000000	0.000000	0.000000
FBgn0267656	-	2R	+	16153906	16154551	0.000000	0.000000	0.000000
FBgn0034082	-	2R	-	16157267	16158794	0.104210	0.069333	0.172761
FBgn0034084	-	2R	-	16169600	16170861	62.010452	41.256954	102.801727
FBgn0034085	-	2R	-	16171112	16178307	0.288952	0.192246	0.479028
FBgn0015754	-	2R	+	16178826	16185103	33.192379	42.110645	104.928909
FBgn0034086	-	2R	-	16185122	16186506	77.903297	57.993820	144.505692
FBgn0034087	-	2R	+	16186584	16194277	58.898148	43.907387	109.405922
FBgn0262166	-	2R	-	16194062	16196333	21.897840	14.650597	36.505520
FBgn0265177	-	2R	+	16196384	16196928	21.967104	15.474658	38.558872
FBgn0262026	-	2R	+	16197042	16199378	98.678246	65.652863	163.590073
FBgn0265178	-	2R	+	16197042	16199555	163.091232	120.597618	300.498260
FBgn0015295	-	2R	-	16199426	16202884	22.168791	14.749397	36.751705
FBgn0034091	-	2R	-	16203329	16221793	85.636948	95.828011	238.778778
FBgn0050237	-	2R	-	16207635	16207706	0.000000	0.000000	0.000000
FBgn0050238	-	2R	-	16219374	16219445	0.000000	0.000000	0.000000
FBgn0050239	-	2R	+	16219638	16219709	0.000000	0.000000	0.000000
FBgn0050240	-	2R	+	16220052	16220123	0.000000	0.000000	0.000000
FBgn0264496	-	2R	+	16221636	16223187	0.000000	0.000000	0.000000
FBgn0034092	-	2R	-	16222112	16222627	0.000000	0.000000	0.000000
FBgn0034093	-	2R	-	16223218	16230680	6.011152	4.739129	11.808691
FBgn0034094	-	2R	+	16226501	16229869	0.000000	0.000000	0.000000
FBgn0034095	-	2R	+	16230198	16234087	0.208716	0.138863	0.346012
FBgn0034096	-	2R	-	16234358	16234936	0.000000	0.000000	0.000000
FBgn0034097	-	2R	+	16236715	16237479	0.000000	0.000000	0.000000
FBgn0034098	-	2R	-	16238103	16240722	88.263634	58.723785	146.324585
FBgn0034099	-	2R	-	16240936	16241934	0.000000	0.000000	0.000000
FBgn0261612	-	2R	-	16243145	16259805	0.000000	0.000000	0.000000
FBgn0025519	-	2R	-	16262284	16264619	26.786039	17.821358	44.406242
FBgn0015925	-	2R	+	16264652	16266959	50.922009	34.058140	84.864136
FBgn0001308	-	2R	-	16266960	16271971	112.497581	74.847183	186.499954
FBgn0053017	-	2R	+	16272114	16277655	0.068443	0.045537	0.113466
FBgn0024249	-	2R	-	16277685	16278396	0.000000	0.000000	0.000000
FBgn0034103	-	2R	+	16280015	16280470	0.021930	0.014591	0.036356
FBgn0034104	-	2R	+	16280950	16281629	0.000000	0.000000	0.000000
FBgn0034105	-	2R	-	16281630	16282946	0.000000	0.000000	0.000000
FBgn0034106	-	2R	+	16283435	16287450	0.000000	0.000000	0.000000
FBgn0263976	-	2R	-	16285797	16286254	0.000000	0.000000	0.000000
FBgn0050324	-	2R	-	16287586	16288233	0.141555	0.094180	0.234672
FBgn0050099	-	2R	-	16288208	16288969	0.254951	0.169625	0.422661
FBgn0263981	-	2R	-	16288927	16291474	0.292805	0.194810	0.485416
FBgn0028424	-	2R	+	16289320	16291333	2.895926	1.926725	4.800903
FBgn0050100	-	2R	+	16291453	16292269	11.171608	8.125875	20.247593
FBgn0259718	-	2R	+	16291453	16292269	0.000000	0.000000	0.000000
FBgn0034109	-	2R	-	16292264	16294130	12.457685	8.288379	20.652512
FBgn0034110	-	2R	+	16294400	16297232	10.255207	6.823021	17.001215
FBgn0267793	-	2R	-	16297449	16306695	0.000000	0.000000	0.000000
FBgn0085428	-	2R	+	16307269	16316485	5.442656	3.621122	9.022905
FBgn0034113	-	2R	-	16316313	16320732	21.531160	14.325168	35.694633
FBgn0050096	-	2R	-	16320815	16322124	8.504425	5.658186	14.098745
FBgn0034114	-	2R	+	16322186	16324801	58.018806	38.601223	96.184326
FBgn0287825	-	2R	-	16324813	16336637	77.698410	121.954269	303.878693
FBgn0010611	-	2R	+	16336090	16341242	21.516897	27.540897	68.624840
FBgn0034117	-	2R	-	16341251	16344182	21.157881	15.526733	38.688629
FBgn0034118	-	2R	+	16344377	16345828	152.899780	109.820404	273.644257
FBgn0262560	-	2R	-	16345838	16347500	22.968130	15.281215	38.076862
FBgn0034120	-	2R	-	16347614	16348527	0.000000	0.000000	0.000000
FBgn0050098	-	2R	-	16354224	16355215	0.000000	0.000000	0.000000
FBgn0263335	-	2R	+	16357737	16358481	0.000000	0.000000	0.000000
